"Time","Bare Soil","Cardboard Mulch"
2023-07-19 11:22:05,7.20 %,8.70 %
2023-07-19 11:37:04,7.30 %,8.70 %
2023-07-19 11:52:10,7.20 %,8.80 %
2023-07-19 12:07:17,7.20 %,8.80 %
2023-07-19 12:22:23,7.20 %,8.80 %
2023-07-19 12:37:33,7.10 %,8.80 %
2023-07-19 12:52:43,7.10 %,8.80 %
2023-07-19 13:07:53,7.10 %,8.70 %
2023-07-19 13:23:03,7.10 %,8.70 %
2023-07-19 13:38:13,7 %,8.80 %
2023-07-19 13:53:19,7 %,8.70 %
2023-07-19 14:08:19,7 %,9 %
2023-07-19 15:34:41,6.90 %,8.60 %
2023-07-19 15:35:34,7 %,8.50 %
2023-07-19 15:50:41,7 %,8.70 %
2023-07-19 16:05:48,7 %,8.60 %
2023-07-19 16:20:55,6.90 %,8.60 %
2023-07-19 16:36:05,6.90 %,8.50 %
2023-07-19 16:51:04,7 %,8.50 %
2023-07-19 17:06:12,6.90 %,8.60 %
2023-07-19 17:21:18,6.90 %,8.50 %
2023-07-19 17:36:25,7 %,8.30 %
2023-07-19 17:51:35,7 %,8.60 %
2023-07-19 18:06:45,7 %,8.50 %
2023-07-19 18:21:44,7.10 %,8.60 %
2023-07-19 19:59:47,7.20 %,8.70 %
2023-07-19 20:00:49,7.20 %,8.60 %
2023-07-19 20:15:56,7.10 %,8.80 %
2023-07-19 20:31:01,7.10 %,8.80 %
2023-07-19 20:46:07,7.10 %,8.70 %
2023-07-19 21:01:17,7.20 %,8.70 %
2023-07-19 21:16:30,7.10 %,8.80 %
2023-07-19 21:31:40,7.10 %,8.90 %
2023-07-19 21:46:50,7.10 %,8.70 %
2023-07-19 22:01:59,7.10 %,8.70 %
2023-07-19 22:17:11,7.10 %,8.80 %
2023-07-19 22:32:23,7.10 %,8.80 %
2023-07-19 22:47:35,7.10 %,8.70 %
2023-07-19 23:02:47,7.10 %,8.80 %
2023-07-19 23:17:56,7.10 %,8.80 %
2023-07-19 23:33:08,7.10 %,8.90 %
2023-07-19 23:48:19,7 %,8.80 %
2023-07-20 00:03:31,7.10 %,9 %
2023-07-20 00:18:43,7.10 %,8.80 %
2023-07-20 00:33:53,7.10 %,8.90 %
2023-07-20 00:49:03,7.10 %,8.90 %
2023-07-20 01:04:13,7.10 %,8.80 %
2023-07-20 01:19:23,7.10 %,8.90 %
2023-07-20 01:34:33,7.10 %,8.90 %
2023-07-20 01:49:43,7.20 %,8.80 %
2023-07-20 02:04:53,7.20 %,8.90 %
2023-07-20 02:20:03,7 %,9 %
2023-07-20 02:35:02,7.10 %,8.80 %
2023-07-20 02:50:09,7.10 %,8.80 %
2023-07-20 03:05:08,7.10 %,9.10 %
2023-07-20 03:20:15,7.10 %,8.90 %
2023-07-20 03:35:25,7.10 %,8.70 %
2023-07-20 03:50:30,7.10 %,8.90 %
2023-07-20 04:05:37,7.10 %,8.90 %
2023-07-20 04:20:36,7.20 %,8.90 %
2023-07-20 04:35:42,7.10 %,9 %
2023-07-20 04:50:42,7.10 %,9.10 %
2023-07-20 05:05:48,7.20 %,8.90 %
2023-07-20 05:20:54,7.10 %,9 %
2023-07-20 05:36:01,7.20 %,8.80 %
2023-07-20 05:51:11,7.10 %,8.80 %
2023-07-20 06:06:10,7.20 %,8.80 %
2023-07-20 06:21:10,7.10 %,8.80 %
2023-07-20 06:36:16,7.10 %,8.90 %
2023-07-20 06:51:22,7.10 %,8.90 %
2023-07-20 07:06:33,7.10 %,8.90 %
2023-07-20 07:21:44,7.10 %,9 %
2023-07-20 07:36:55,7.10 %,9 %
2023-07-20 07:52:08,7.10 %,8.90 %
2023-07-20 08:07:18,7.10 %,8.90 %
2023-07-20 08:22:29,7.20 %,9 %
2023-07-20 08:37:40,7.20 %,8.90 %
2023-07-20 08:52:51,7.20 %,8.90 %
2023-07-20 09:08:03,7.10 %,8.90 %
2023-07-20 09:23:15,7.20 %,8.80 %
2023-07-20 09:38:25,7.10 %,8.80 %
2023-07-20 09:53:25,7.10 %,8.70 %
2023-07-20 10:08:31,7.10 %,8.80 %
2023-07-20 10:23:39,7.10 %,8.70 %
2023-07-20 10:38:44,7.10 %,8.70 %
2023-07-20 10:53:52,7.20 %,8.80 %
2023-07-20 11:09:03,7.10 %,8.70 %
2023-07-20 11:24:13,7.10 %,8.70 %
2023-07-20 11:39:25,7.20 %,8.60 %
2023-07-20 11:54:36,7.10 %,8.70 %
2023-07-20 12:09:47,7.10 %,8.70 %
2023-07-20 12:24:57,7.10 %,8.70 %
2023-07-20 12:40:07,7.10 %,8.70 %
2023-07-20 12:55:19,7.10 %,8.60 %
2023-07-20 13:10:30,7.10 %,8.70 %
2023-07-20 13:25:42,7.20 %,8.60 %
2023-07-20 13:40:52,7.10 %,8.70 %
2023-07-20 13:56:02,7.10 %,8.60 %
2023-07-20 14:11:13,7 %,8.80 %
2023-07-20 14:26:12,7.10 %,8.60 %
2023-07-20 14:41:19,7.10 %,8.60 %
2023-07-20 14:56:25,7.10 %,8.60 %
2023-07-20 15:11:30,7.10 %,8.70 %
2023-07-20 15:26:40,7.10 %,8.70 %
2023-07-20 15:41:52,7.10 %,8.70 %
2023-07-20 15:57:04,7.10 %,8.60 %
2023-07-20 16:12:14,7 %,8.50 %
2023-07-20 16:27:20,7 %,8.60 %
2023-07-20 16:42:26,7.10 %,8.60 %
2023-07-20 16:57:25,7.10 %,8.50 %
2023-07-20 17:12:32,7.10 %,8.50 %
2023-07-20 17:27:42,7 %,8.50 %
2023-07-20 17:42:43,7.10 %,8.50 %
2023-07-20 17:57:49,7.10 %,8.60 %
2023-07-20 18:12:56,7.20 %,8.60 %
2023-07-20 18:28:02,7.10 %,8.60 %
2023-07-20 18:43:01,7.10 %,8.50 %
2023-07-20 18:58:12,7.20 %,8.60 %
2023-07-20 19:13:18,7.20 %,8.60 %
2023-07-20 19:28:24,7.20 %,8.50 %
2023-07-20 19:43:29,7.20 %,8.60 %
2023-07-20 19:58:36,7.20 %,8.60 %
2023-07-20 20:13:46,7.10 %,8.60 %
2023-07-20 20:28:45,7.20 %,8.50 %
2023-07-20 20:43:53,7.10 %,8.60 %
2023-07-20 20:58:59,7.20 %,8.60 %
2023-07-20 21:14:05,7.20 %,8.60 %
2023-07-20 21:29:15,7.10 %,8.60 %
2023-07-20 21:44:14,7.10 %,8.60 %
2023-07-20 21:59:25,7.10 %,8.60 %
2023-07-20 22:14:35,7.20 %,8.70 %
2023-07-20 22:29:45,7.10 %,8.60 %
2023-07-20 22:44:51,7.20 %,8.60 %
2023-07-20 22:59:57,7.20 %,8.70 %
2023-07-20 23:15:02,7.10 %,8.70 %
2023-07-20 23:30:01,7.20 %,8.60 %
2023-07-20 23:45:13,7.20 %,8.80 %
2023-07-21 00:00:23,7.10 %,8.70 %
2023-07-21 00:15:33,7.20 %,8.70 %
2023-07-21 00:30:43,7.10 %,8.70 %
2023-07-21 00:45:42,7.20 %,8.60 %
2023-07-21 01:00:48,7.20 %,8.70 %
2023-07-21 01:15:56,7.20 %,8.70 %
2023-07-21 01:31:01,7.20 %,8.60 %
2023-07-21 01:46:13,7.10 %,8.70 %
2023-07-21 02:01:12,7.20 %,8.70 %
2023-07-21 02:16:12,7.10 %,8.80 %
2023-07-21 02:31:19,7.20 %,8.60 %
2023-07-21 02:46:25,7.20 %,8.70 %
2023-07-21 03:01:36,7.20 %,8.70 %
2023-07-21 03:16:47,7.30 %,8.70 %
2023-07-21 03:31:58,7.20 %,8.70 %
2023-07-21 03:47:09,7.20 %,8.70 %
2023-07-21 04:02:09,7.20 %,8.60 %
2023-07-21 04:17:17,7.20 %,8.60 %
2023-07-21 04:32:24,7.20 %,8.60 %
2023-07-21 04:47:29,7.10 %,8.70 %
2023-07-21 05:02:29,7.10 %,8.70 %
2023-07-21 05:17:40,7.20 %,8.70 %
2023-07-21 05:32:51,7.20 %,8.70 %
2023-07-21 05:48:02,7.20 %,8.70 %
2023-07-21 06:03:13,7.20 %,8.70 %
2023-07-21 06:18:24,7.20 %,8.70 %
2023-07-21 06:33:40,7.20 %,8.70 %
2023-07-21 06:48:39,7.20 %,8.70 %
2023-07-21 07:03:52,7.20 %,8.60 %
2023-07-21 07:19:02,7.20 %,8.70 %
2023-07-21 07:34:02,7.20 %,8.60 %
2023-07-21 07:49:13,7.20 %,8.70 %
2023-07-21 08:04:25,7.20 %,8.60 %
2023-07-21 08:19:36,7.20 %,8.70 %
2023-07-21 08:34:41,7.20 %,8.80 %
2023-07-21 08:49:47,7.20 %,8.60 %
2023-07-21 09:04:55,7.20 %,8.70 %
2023-07-21 09:20:02,7.30 %,8.50 %
2023-07-21 09:35:12,7.20 %,8.60 %
2023-07-21 09:50:17,7.30 %,8.60 %
2023-07-21 10:05:25,7.20 %,8.50 %
2023-07-21 10:20:31,7.30 %,8.50 %
2023-07-21 10:35:37,7.10 %,8.40 %
2023-07-21 10:50:48,7.20 %,8.50 %
2023-07-21 11:05:54,7.20 %,8.50 %
2023-07-21 11:20:53,7.10 %,8.50 %
2023-07-21 11:36:00,7.10 %,8.40 %
2023-07-21 11:50:59,7.20 %,8.40 %
2023-07-21 12:06:11,7.10 %,8.40 %
2023-07-21 12:21:17,7.10 %,8.30 %
2023-07-21 12:36:17,7.10 %,8.40 %
2023-07-21 12:51:23,7.20 %,8.30 %
2023-07-21 13:06:29,7.10 %,8.50 %
2023-07-21 13:21:40,7.10 %,8.30 %
2023-07-21 13:36:39,7.10 %,8.40 %
2023-07-21 15:03:43,7.20 %,8.20 %
2023-07-21 15:04:43,7.20 %,8.30 %
2023-07-21 15:19:51,7.20 %,8.40 %
2023-07-21 15:34:58,7.10 %,8.50 %
2023-07-21 15:50:05,7.10 %,8.30 %
2023-07-21 16:05:17,7.10 %,8.30 %
2023-07-21 16:20:16,7.20 %,8.20 %
2023-07-21 16:35:17,7.30 %,8.30 %
2023-07-21 18:22:34,7.30 %,8.30 %
2023-07-21 18:24:23,7.30 %,8.20 %
2023-07-21 18:39:30,7.20 %,8.50 %
2023-07-21 18:54:36,7.20 %,8.40 %
2023-07-21 19:09:42,7.20 %,8.30 %
2023-07-21 19:24:53,7.30 %,8.30 %
2023-07-21 19:39:52,7.20 %,8.50 %
2023-07-21 21:41:21,7.10 %,8.50 %
2023-07-21 21:42:53,7.10 %,8.40 %
2023-07-21 21:57:59,7.20 %,8.50 %
2023-07-21 22:13:05,7.20 %,8.50 %
2023-07-21 22:28:11,7.10 %,8.50 %
2023-07-21 22:43:23,7.20 %,8.50 %
2023-07-21 22:58:28,7.20 %,8.40 %
2023-07-21 23:13:34,7.20 %,8.50 %
2023-07-21 23:28:40,7.20 %,8.40 %
2023-07-21 23:43:46,7.20 %,8.40 %
2023-07-21 23:58:58,7.20 %,8.50 %
2023-07-22 00:14:08,7.10 %,8.50 %
2023-07-22 00:29:18,7.10 %,8.50 %
2023-07-22 00:44:28,7.20 %,8.40 %
2023-07-22 00:59:38,7.20 %,8.40 %
2023-07-22 01:14:38,7.20 %,8.50 %
2023-07-22 01:29:48,7.10 %,8.50 %
2023-07-22 01:44:58,7.20 %,8.50 %
2023-07-22 02:00:09,7.10 %,8.50 %
2023-07-22 02:15:19,7.20 %,8.50 %
2023-07-22 02:30:29,7.10 %,8.50 %
2023-07-22 02:45:39,7.20 %,8.50 %
2023-07-22 03:00:38,7.10 %,8.60 %
2023-07-22 03:15:46,7.20 %,8.40 %
2023-07-22 03:30:45,7.20 %,8.50 %
2023-07-22 03:45:52,7.10 %,8.50 %
2023-07-22 04:01:02,7.20 %,8.50 %
2023-07-22 04:16:11,7.10 %,8.50 %
2023-07-22 04:31:23,7.10 %,8.50 %
2023-07-22 04:46:33,7.10 %,8.40 %
2023-07-22 05:01:43,7.10 %,8.60 %
2023-07-22 05:16:53,7.20 %,8.60 %
2023-07-22 05:31:54,7.20 %,8.50 %
2023-07-22 05:47:04,7.20 %,8.60 %
2023-07-22 06:02:16,7.10 %,8.50 %
2023-07-22 06:17:31,7.10 %,8.50 %
2023-07-22 06:32:42,7.10 %,8.50 %
2023-07-22 06:47:51,7.20 %,8.50 %
2023-07-22 07:03:03,7.20 %,8.50 %
2023-07-22 07:18:15,7.20 %,8.50 %
2023-07-22 07:33:27,7.10 %,8.50 %
2023-07-22 07:48:37,7.10 %,8.50 %
2023-07-22 08:03:48,7.10 %,8.40 %
2023-07-22 08:19:00,7.20 %,8.40 %
2023-07-22 08:34:10,7.10 %,8.70 %
2023-07-22 08:49:20,7.20 %,8.40 %
2023-07-22 09:04:30,7.10 %,8.40 %
2023-07-22 09:19:40,7.20 %,8.40 %
2023-07-22 09:34:50,7.20 %,8.50 %
2023-07-22 09:50:00,7.10 %,8.50 %
2023-07-22 10:05:10,7.10 %,8.30 %
2023-07-22 10:20:20,7.10 %,8.30 %
2023-07-22 10:35:30,7.10 %,8.40 %
2023-07-22 10:50:40,7.10 %,8.30 %
2023-07-22 11:05:51,7.20 %,8.40 %
2023-07-22 11:21:06,7.10 %,8.30 %
2023-07-22 11:36:16,7.10 %,8.20 %
2023-07-22 11:51:27,7.20 %,8.20 %
2023-07-22 12:06:38,7.10 %,8.40 %
2023-07-22 12:21:49,7.20 %,8.20 %
2023-07-22 12:37:01,7.20 %,8.20 %
2023-07-22 12:52:11,7.20 %,8.20 %
2023-07-22 13:07:22,7.10 %,8.20 %
2023-07-22 13:22:33,7.20 %,8.20 %
2023-07-22 13:37:32,7.20 %,8.20 %
2023-07-22 13:52:33,7 %,8.10 %
2023-07-22 14:07:34,7.10 %,8.20 %
2023-07-22 14:22:39,7 %,8.20 %
2023-07-22 14:37:50,7 %,8.20 %
2023-07-22 14:52:56,7 %,8.20 %
2023-07-22 15:08:04,7.10 %,8.10 %
2023-07-22 15:23:09,7.10 %,8.20 %
2023-07-22 15:38:15,7.20 %,8.30 %
2023-07-22 15:53:26,7.20 %,8.30 %
2023-07-22 16:08:26,7.10 %,8.10 %
2023-07-22 16:23:32,7.10 %,8.20 %
2023-07-22 16:38:39,7.20 %,8.30 %
2023-07-22 16:53:44,7.10 %,8.10 %
2023-07-22 17:08:44,7.10 %,8.20 %
2023-07-22 17:23:55,7.10 %,8.20 %
2023-07-22 17:38:55,7.10 %,8.10 %
2023-07-22 17:54:03,7.10 %,8.20 %
2023-07-22 18:09:09,7.10 %,8.30 %
2023-07-22 18:24:13,7.10 %,8.20 %
2023-07-22 18:39:25,7.10 %,8.10 %
2023-07-22 18:54:30,7.10 %,8.20 %
2023-07-22 19:09:36,7.10 %,8.20 %
2023-07-22 19:24:42,7.10 %,8.20 %
2023-07-22 19:39:49,7.10 %,8.40 %
2023-07-22 19:54:58,7.10 %,8.20 %
2023-07-22 20:09:57,7.20 %,8.20 %
2023-07-22 20:24:58,7.10 %,8.20 %
2023-07-22 20:40:05,7.10 %,8.20 %
2023-07-22 20:55:19,7.10 %,8.20 %
2023-07-22 21:10:29,7.10 %,8.20 %
2023-07-22 21:25:41,7.10 %,8.20 %
2023-07-22 21:40:52,7.10 %,8.30 %
2023-07-22 21:56:04,7.10 %,8.30 %
2023-07-22 22:11:15,7.10 %,8.20 %
2023-07-22 22:26:27,7.10 %,8.30 %
2023-07-22 22:41:36,7.10 %,8.20 %
2023-07-22 22:56:46,7 %,8.30 %
2023-07-22 23:11:58,7.10 %,8.30 %
2023-07-22 23:27:10,7.10 %,8.30 %
2023-07-22 23:42:11,7.10 %,8.30 %
2023-07-22 23:57:22,7 %,8.40 %
2023-07-23 00:12:34,7.10 %,8.50 %
2023-07-23 00:27:45,7.10 %,8.30 %
2023-07-23 00:42:55,7.10 %,8.30 %
2023-07-23 00:57:56,7.10 %,8.30 %
2023-07-23 01:13:04,7.10 %,8.30 %
2023-07-23 01:28:10,7.10 %,8.30 %
2023-07-23 01:43:09,7.10 %,8.30 %
2023-07-23 01:58:15,7 %,8.30 %
2023-07-23 02:13:26,7 %,8.30 %
2023-07-23 02:28:25,7.10 %,8.40 %
2023-07-23 02:43:25,7 %,8.30 %
2023-07-23 02:58:32,7.10 %,8.30 %
2023-07-23 03:13:37,7.10 %,8.60 %
2023-07-23 03:28:48,7 %,8.30 %
2023-07-23 03:43:58,7 %,8.40 %
2023-07-23 03:59:08,7.10 %,8.50 %
2023-07-23 04:14:18,7 %,8.40 %
2023-07-23 04:29:16,7 %,8.40 %
2023-07-23 04:44:17,7.10 %,8.30 %
2023-07-23 04:59:17,7 %,8.40 %
2023-07-23 05:14:23,7.10 %,8.30 %
2023-07-23 05:29:30,7 %,8.40 %
2023-07-23 05:44:36,7.10 %,8.30 %
2023-07-23 05:59:41,7.10 %,8.30 %
2023-07-23 06:14:52,7.10 %,8.40 %
2023-07-23 06:30:02,7 %,8.30 %
2023-07-23 06:45:01,7 %,8.20 %
2023-07-23 07:00:12,7.10 %,8.30 %
2023-07-23 07:15:25,7 %,8.40 %
2023-07-23 07:30:35,7.10 %,8.30 %
2023-07-23 07:45:46,7 %,8.30 %
2023-07-23 08:00:59,7 %,8.30 %
2023-07-23 08:16:09,7 %,8.30 %
2023-07-23 08:31:22,7.10 %,8.20 %
2023-07-23 08:46:33,7.10 %,8.30 %
2023-07-23 09:01:44,7 %,8.30 %
2023-07-23 09:16:54,7.10 %,8.20 %
2023-07-23 09:32:06,7.10 %,8.20 %
2023-07-23 09:47:17,7.10 %,8.20 %
2023-07-23 10:02:30,7.10 %,8.20 %
2023-07-23 10:17:41,7.10 %,8.10 %
2023-07-23 10:32:54,7.10 %,8.20 %
2023-07-23 10:48:05,7.10 %,8.20 %
2023-07-23 11:03:17,7.10 %,8.10 %
2023-07-23 11:18:29,7.10 %,8.10 %
2023-07-23 11:33:40,7.10 %,8.20 %
2023-07-23 11:48:51,7.10 %,8.20 %
2023-07-23 12:03:51,7.10 %,8.10 %
2023-07-23 12:18:56,7.10 %,8.20 %
2023-07-23 12:34:04,7.10 %,8.10 %
2023-07-23 12:49:11,7.10 %,8.10 %
2023-07-23 13:04:22,7 %,8 %
2023-07-23 13:19:32,7 %,8.10 %
2023-07-23 13:34:40,7 %,8.20 %
2023-07-23 13:49:46,7.10 %,8 %
2023-07-23 14:04:44,6.90 %,8 %
2023-07-23 14:19:51,7 %,8 %
2023-07-23 14:35:01,7 %,8 %
2023-07-23 14:50:07,6.90 %,8.10 %
2023-07-23 15:05:14,7 %,8 %
2023-07-23 15:20:19,7 %,7.90 %
2023-07-23 15:35:26,6.90 %,8 %
2023-07-23 15:50:36,6.80 %,7.90 %
2023-07-23 16:05:46,6.80 %,7.90 %
2023-07-23 16:20:52,6.80 %,7.90 %
2023-07-23 16:35:58,6.80 %,8 %
2023-07-23 16:51:04,6.80 %,7.90 %
2023-07-23 17:06:09,6.70 %,8 %
2023-07-23 17:21:20,6.80 %,7.80 %
2023-07-23 17:36:32,6.70 %,8 %
2023-07-23 17:51:44,6.80 %,7.90 %
2023-07-23 18:06:55,6.80 %,8 %
2023-07-23 18:22:05,6.90 %,8 %
2023-07-23 18:37:15,6.80 %,7.90 %
2023-07-23 18:52:25,6.80 %,8 %
2023-07-23 19:07:35,6.80 %,8 %
2023-07-23 19:22:41,6.90 %,8 %
2023-07-23 19:37:40,6.90 %,7.90 %
2023-07-23 21:10:29,6.80 %,7.90 %
2023-07-23 21:11:27,6.80 %,8 %
2023-07-23 21:26:34,6.80 %,8 %
2023-07-23 21:41:40,6.80 %,7.90 %
2023-07-23 21:56:39,6.80 %,8 %
2023-07-23 22:11:35,6.80 %,8 %
2023-07-23 23:23:07,6.80 %,8.10 %
2023-07-23 23:23:47,6.90 %,8 %
2023-07-23 23:38:47,6.80 %,8.10 %
2023-07-24 01:35:52,6.70 %,8.10 %
2023-07-24 01:36:43,6.80 %,8 %
2023-07-24 01:51:48,6.70 %,8.10 %
2023-07-24 02:06:48,6.70 %,8.10 %
2023-07-24 03:47:59,6.70 %,8.20 %
2023-07-24 03:48:56,6.80 %,8.10 %
2023-07-24 04:04:03,6.80 %,8.10 %
2023-07-24 04:19:08,6.80 %,8.10 %
2023-07-24 04:34:15,6.70 %,8.10 %
2023-07-24 04:49:25,6.70 %,8.20 %
2023-07-24 05:04:23,6.80 %,8.10 %
2023-07-24 05:19:35,6.80 %,8.10 %
2023-07-24 05:34:46,6.80 %,8.10 %
2023-07-24 05:49:57,6.70 %,8.10 %
2023-07-24 06:05:07,6.80 %,8.10 %
2023-07-24 06:20:17,6.70 %,8.10 %
2023-07-24 06:35:16,6.80 %,8.20 %
2023-07-24 06:50:27,6.80 %,8.10 %
2023-07-24 07:05:26,6.70 %,8.10 %
2023-07-24 07:20:37,6.70 %,8 %
2023-07-24 07:35:47,6.70 %,8.10 %
2023-07-24 07:50:57,6.80 %,8.10 %
2023-07-24 08:05:56,6.80 %,8.10 %
2023-07-24 08:21:02,2.90 %,8.10 %
2023-07-24 08:36:01,2.80 %,8.10 %
2023-07-24 08:51:09,2.90 %,8.10 %
2023-07-24 09:06:19,2.90 %,8 %
2023-07-24 09:21:18,2.90 %,8.20 %
2023-07-24 09:36:29,2.90 %,8.10 %
2023-07-24 09:51:41,2.90 %,8 %
2023-07-24 10:06:40,2.80 %,7.90 %
2023-07-24 10:21:46,2.80 %,8 %
2023-07-24 10:36:54,2.90 %,8 %
2023-07-24 10:51:59,2.90 %,7.90 %
2023-07-24 11:07:11,2.80 %,8 %
2023-07-24 11:22:23,2.80 %,7.90 %
2023-07-24 11:37:35,2.70 %,8 %
2023-07-24 11:52:46,2.70 %,7.90 %
2023-07-24 12:07:59,2.70 %,7.90 %
2023-07-24 12:23:11,2.70 %,7.90 %
2023-07-24 12:38:22,2.60 %,7.90 %
2023-07-24 12:53:21,2.60 %,7.80 %
2023-07-24 13:08:29,2.60 %,7.90 %
2023-07-24 13:23:28,2.50 %,7.80 %
2023-07-24 13:38:34,2.60 %,7.80 %
2023-07-24 13:53:35,2.90 %,7.80 %
2023-07-24 14:08:46,3.10 %,10.9 %
2023-07-24 14:23:57,3.20 %,11.4 %
2023-07-24 14:39:09,3.30 %,11.4 %
2023-07-24 14:54:08,3.50 %,11.4 %
2023-07-24 15:09:15,3.60 %,11.4 %
2023-07-24 15:24:22,3.80 %,11.4 %
2023-07-24 15:39:28,4 %,11.4 %
2023-07-24 15:54:40,4.10 %,11.3 %
2023-07-24 16:09:50,4.30 %,11.3 %
2023-07-24 16:24:59,4.40 %,11.4 %
2023-07-24 16:40:09,4.40 %,11.4 %
2023-07-24 16:55:19,4.60 %,11.4 %
2023-07-24 17:10:18,4.70 %,11.2 %
2023-07-24 17:25:29,5 %,11.3 %
2023-07-24 17:40:41,7.60 %,12 %
2023-07-24 17:55:51,9.10 %,12.9 %
2023-07-24 18:10:50,9.70 %,13.3 %
2023-07-24 18:25:56,10.1 %,13.4 %
2023-07-24 18:41:02,10.3 %,13.5 %
2023-07-24 18:56:01,10.3 %,13.4 %
2023-07-24 19:11:13,10.5 %,13.3 %
2023-07-24 19:26:20,10.6 %,13.3 %
2023-07-24 19:41:25,10.5 %,13.4 %
2023-07-24 19:56:32,10.6 %,13.3 %
2023-07-24 20:11:39,10.5 %,13.2 %
2023-07-24 20:26:49,10.6 %,13.2 %
2023-07-24 20:41:48,10.6 %,13.2 %
2023-07-24 20:56:48,10.5 %,13.3 %
2023-07-24 21:11:56,10.6 %,13.1 %
2023-07-24 21:27:02,10.6 %,13.2 %
2023-07-24 21:42:12,10.5 %,13.1 %
2023-07-24 21:57:24,10.6 %,13.1 %
2023-07-24 22:12:34,10.6 %,13.1 %
2023-07-24 22:27:46,10.6 %,13.1 %
2023-07-24 22:42:47,10.7 %,13 %
2023-07-24 22:57:47,10.6 %,12.9 %
2023-07-24 23:12:55,10.6 %,13 %
2023-07-24 23:28:01,10.6 %,13.1 %
2023-07-24 23:43:06,10.7 %,12.9 %
2023-07-24 23:58:17,10.6 %,13 %
2023-07-25 00:13:27,10.7 %,13 %
2023-07-25 00:28:37,10.6 %,13 %
2023-07-25 00:43:47,10.6 %,12.9 %
2023-07-25 00:58:46,10.6 %,12.9 %
2023-07-25 01:13:46,10.6 %,12.9 %
2023-07-25 01:28:53,10.6 %,12.9 %
2023-07-25 01:43:59,10.7 %,12.9 %
2023-07-25 01:59:05,10.7 %,12.9 %
2023-07-25 02:14:15,10.6 %,12.9 %
2023-07-25 02:29:25,10.7 %,12.9 %
2023-07-25 02:44:35,10.6 %,12.8 %
2023-07-25 02:59:45,10.6 %,12.9 %
2023-07-25 03:14:55,10.6 %,12.7 %
2023-07-25 03:30:05,10.7 %,12.8 %
2023-07-25 03:45:15,10.6 %,12.9 %
2023-07-25 04:00:25,10.7 %,12.8 %
2023-07-25 04:15:35,10.7 %,12.8 %
2023-07-25 04:30:45,10.7 %,12.8 %
2023-07-25 04:45:55,10.8 %,12.8 %
2023-07-25 05:01:06,10.7 %,12.8 %
2023-07-25 05:16:17,10.6 %,12.6 %
2023-07-25 05:31:27,10.7 %,12.6 %
2023-07-25 05:46:38,10.7 %,12.6 %
2023-07-25 06:01:49,10.7 %,12.7 %
2023-07-25 06:17:00,10.7 %,12.8 %
2023-07-25 06:32:00,10.5 %,12.6 %
2023-07-25 06:47:11,10.5 %,12.6 %
2023-07-25 07:02:11,10.6 %,12.6 %
2023-07-25 07:17:22,10.6 %,12.7 %
2023-07-25 07:32:34,10.6 %,12.6 %
2023-07-25 07:47:44,10.6 %,12.5 %
2023-07-25 08:02:55,10.6 %,12.6 %
2023-07-25 08:18:06,10.5 %,12.6 %
2023-07-25 08:33:06,10.5 %,12.5 %
2023-07-25 08:48:12,10.5 %,12.5 %
2023-07-25 09:03:18,10.5 %,12.5 %
2023-07-25 09:18:26,10.5 %,12.5 %
2023-07-25 09:33:25,10.5 %,12.4 %
2023-07-25 09:48:36,10.4 %,12.4 %
2023-07-25 10:03:48,10.3 %,12.5 %
2023-07-25 10:18:58,10.3 %,12.5 %
2023-07-25 10:33:58,10.3 %,12.4 %
2023-07-25 10:49:05,10.2 %,12.5 %
2023-07-25 11:04:12,10.3 %,12.3 %
2023-07-25 11:19:18,10.1 %,12.3 %
2023-07-25 11:34:17,10 %,12.2 %
2023-07-25 11:49:17,10.1 %,12.3 %
2023-07-25 12:04:24,9.90 %,12.2 %
2023-07-25 12:19:30,9.80 %,12.2 %
2023-07-25 12:34:37,9.80 %,12.2 %
2023-07-25 12:49:36,9.70 %,12.1 %
2023-07-25 13:04:46,9.50 %,12.1 %
2023-07-25 13:19:58,9.40 %,12.1 %
2023-07-25 13:35:08,9.40 %,11.9 %
2023-07-25 13:50:18,9.30 %,12.1 %
2023-07-25 14:05:28,9.20 %,12 %
2023-07-25 14:20:27,9.10 %,11.9 %
2023-07-25 14:35:33,8.90 %,11.9 %
2023-07-25 14:50:32,8.80 %,11.8 %
2023-07-25 15:05:39,8.70 %,11.9 %
2023-07-25 15:20:38,8.60 %,11.8 %
2023-07-25 15:35:38,8.40 %,11.8 %
2023-07-25 15:50:45,8.40 %,11.8 %
2023-07-25 16:05:51,8.40 %,11.8 %
2023-07-25 16:20:58,8.20 %,11.8 %
2023-07-25 16:35:57,8.10 %,11.8 %
2023-07-25 18:27:08,7.80 %,11.8 %
2023-07-25 18:28:12,7.90 %,11.8 %
2023-07-25 18:43:19,7.90 %,11.8 %
2023-07-25 18:58:25,7.90 %,11.8 %
2023-07-25 19:13:30,7.80 %,11.7 %
2023-07-25 19:28:40,7.70 %,11.8 %
2023-07-25 19:43:49,7.80 %,11.8 %
2023-07-25 19:58:57,7.60 %,11.7 %
2023-07-25 20:13:56,7.70 %,11.7 %
2023-07-25 20:28:52,7.60 %,11.7 %
2023-07-25 21:45:57,7.50 %,11.7 %
2023-07-25 21:46:38,7.50 %,11.7 %
2023-07-25 22:01:46,7.60 %,11.7 %
2023-07-25 22:16:46,7.50 %,11.7 %
