"Time","Bare Soil","Cardboard Mulch"
2023-07-25 23:58:29,7.40 %,11.7 %
2023-07-25 23:59:20,7.50 %,11.7 %
2023-07-26 00:14:27,7.40 %,11.6 %
2023-07-26 00:29:26,7.40 %,11.7 %
2023-07-26 02:11:08,22.5 %,26.9 %
2023-07-26 02:11:58,22.4 %,26.7 %
2023-07-26 02:26:57,21.6 %,25.5 %
2023-07-26 04:23:30,19.5 %,22.6 %
2023-07-26 04:24:29,19.4 %,22.6 %
2023-07-26 04:39:36,19.3 %,22.4 %
2023-07-26 04:54:42,23.3 %,24.6 %
2023-07-26 05:09:48,22.3 %,24.5 %
2023-07-26 05:24:58,21.7 %,24.4 %
2023-07-26 05:40:08,21.5 %,24.1 %
2023-07-26 05:55:18,21.3 %,24 %
2023-07-26 06:10:28,21 %,23.8 %
2023-07-26 06:25:38,21.1 %,23.6 %
2023-07-26 06:40:48,21.1 %,23.5 %
2023-07-26 06:55:58,21 %,23.5 %
2023-07-26 07:11:08,21 %,23.6 %
2023-07-26 07:26:07,21 %,23.4 %
2023-07-26 07:41:14,20.6 %,23.3 %
2023-07-26 07:56:20,20.5 %,23.1 %
2023-07-26 08:11:25,20.5 %,22.9 %
2023-07-26 08:26:25,20.2 %,22.9 %
2023-07-26 08:41:37,20 %,22.7 %
2023-07-26 08:56:36,19.8 %,22.5 %
2023-07-26 09:11:42,19.9 %,22.5 %
2023-07-26 09:26:48,19.7 %,22.4 %
2023-07-26 09:41:54,19.7 %,22.3 %
2023-07-26 09:57:06,19.6 %,22.4 %
2023-07-26 10:12:05,19.4 %,22.1 %
2023-07-26 10:27:11,19.4 %,22 %
2023-07-26 10:42:19,19.3 %,22.1 %
2023-07-26 10:57:26,19.1 %,22.1 %
2023-07-26 11:12:37,18.9 %,22.2 %
2023-07-26 11:27:50,18.9 %,22.1 %
2023-07-26 11:43:02,18.8 %,22 %
2023-07-26 11:58:03,18.6 %,21.9 %
2023-07-26 12:13:03,18.4 %,22 %
2023-07-26 12:28:14,18.5 %,21.7 %
2023-07-26 12:43:25,18.1 %,21.6 %
2023-07-26 12:58:37,18.1 %,21.5 %
2023-07-26 13:13:49,17.7 %,21.5 %
2023-07-26 13:28:59,17.6 %,21.4 %
2023-07-26 13:44:11,17.6 %,21.3 %
2023-07-26 13:59:21,17.3 %,21.2 %
2023-07-26 14:14:20,17.1 %,21.1 %
2023-07-26 14:29:21,,21 %
2023-07-26 14:44:27,17 %,21 %
2023-07-26 14:59:35,16.7 %,20.9 %
2023-07-26 15:14:44,16.5 %,20.8 %
2023-07-26 15:29:56,16.4 %,20.7 %
2023-07-26 15:45:06,16.2 %,20.7 %
2023-07-26 16:00:17,16 %,20.8 %
2023-07-26 16:15:28,16 %,20.7 %
2023-07-26 16:30:27,16 %,20.5 %
2023-07-26 16:45:33,15.8 %,20.4 %
2023-07-26 17:00:39,15.7 %,20.2 %
2023-07-26 17:15:46,15.6 %,20.3 %
2023-07-26 17:30:56,15.4 %,20.3 %
2023-07-26 17:46:06,15.7 %,20.3 %
2023-07-26 18:01:16,15.5 %,20.3 %
2023-07-26 18:16:27,15.7 %,20.1 %
2023-07-26 18:31:36,15.6 %,20.3 %
2023-07-26 18:46:48,15.7 %,20.2 %
2023-07-26 19:01:47,15.7 %,20.2 %
2023-07-26 19:16:47,15.6 %,20 %
2023-07-26 19:31:53,15.6 %,20.2 %
2023-07-26 19:47:02,15.7 %,20.1 %
2023-07-26 20:02:14,15.8 %,20 %
2023-07-26 20:17:20,15.8 %,20 %
2023-07-26 20:32:27,15.9 %,20.1 %
2023-07-26 20:47:36,15.8 %,20 %
2023-07-26 21:02:47,16 %,20 %
2023-07-26 21:17:59,15.9 %,20 %
2023-07-26 21:33:09,15.9 %,20 %
2023-07-26 21:48:19,16.1 %,20 %
2023-07-26 22:03:31,16 %,20.2 %
2023-07-26 22:18:41,16 %,20 %
2023-07-26 22:33:50,16 %,20.2 %
2023-07-26 22:49:02,16 %,20.2 %
2023-07-26 23:04:13,16.1 %,20.2 %
2023-07-26 23:19:25,16.2 %,20.3 %
2023-07-26 23:34:37,16.2 %,20.2 %
2023-07-26 23:49:36,16 %,20 %
2023-07-27 00:04:48,16.2 %,20.1 %
2023-07-27 00:19:58,16.2 %,20 %
2023-07-27 00:35:08,16.1 %,19.9 %
2023-07-27 00:50:18,16.2 %,20 %
2023-07-27 01:05:28,16.2 %,20 %
2023-07-27 01:20:38,16.1 %,19.8 %
2023-07-27 01:35:48,16.2 %,19.9 %
2023-07-27 01:50:58,16.2 %,19.9 %
2023-07-27 02:06:08,16.2 %,20.1 %
2023-07-27 02:21:18,16.1 %,20.1 %
2023-07-27 02:36:28,16.2 %,20.2 %
2023-07-27 02:51:38,16.2 %,20.2 %
2023-07-27 03:06:48,16.3 %,20.2 %
2023-07-27 03:21:58,16.2 %,20 %
2023-07-27 03:36:57,16.2 %,20 %
2023-07-27 03:52:08,16.2 %,20.1 %
2023-07-27 04:07:18,16.3 %,20 %
2023-07-27 04:22:28,16.2 %,20 %
2023-07-27 04:37:38,16.1 %,19.9 %
2023-07-27 04:52:48,16.2 %,19.9 %
2023-07-27 05:07:58,16.3 %,19.8 %
2023-07-27 05:23:08,16.4 %,19.8 %
2023-07-27 05:38:20,16.3 %,19.9 %
2023-07-27 05:53:30,16.4 %,19.9 %
2023-07-27 06:08:41,16.3 %,19.9 %
2023-07-27 06:23:52,16.3 %,19.9 %
2023-07-27 06:39:03,16.4 %,19.9 %
2023-07-27 06:54:03,16.3 %,19.9 %
2023-07-27 07:09:14,16.4 %,19.9 %
2023-07-27 07:24:25,16.2 %,19.7 %
2023-07-27 07:39:38,16.4 %,19.6 %
2023-07-27 07:54:49,16.2 %,19.7 %
2023-07-27 08:10:00,16 %,19.7 %
2023-07-27 08:25:11,16.2 %,19.8 %
2023-07-27 08:40:22,16.2 %,19.6 %
2023-07-27 08:55:34,16 %,19.6 %
2023-07-27 09:10:34,16 %,19.6 %
2023-07-27 09:25:46,16 %,19.5 %
2023-07-27 09:40:56,15.9 %,19.6 %
2023-07-27 09:56:07,15.8 %,19.5 %
2023-07-27 10:11:07,15.7 %,19.4 %
2023-07-27 10:26:19,15.9 %,19.5 %
2023-07-27 10:41:29,15.7 %,19.4 %
2023-07-27 10:56:41,15.6 %,19.5 %
2023-07-27 11:11:51,15.5 %,19.4 %
2023-07-27 11:27:03,15.4 %,19.4 %
2023-07-27 11:42:03,15.4 %,19.3 %
2023-07-27 11:57:15,15.1 %,19.4 %
2023-07-27 12:12:26,15.1 %,19.3 %
2023-07-27 12:27:26,14.9 %,19.2 %
2023-07-27 12:42:36,14.8 %,19.1 %
2023-07-27 12:57:47,14.5 %,19.2 %
2023-07-27 13:12:59,14.5 %,19 %
2023-07-27 13:28:09,14.3 %,19 %
2023-07-27 13:43:21,14.2 %,18.9 %
2023-07-27 13:58:20,14.1 %,18.9 %
2023-07-27 14:13:33,14 %,18.8 %
2023-07-27 14:28:44,13.9 %,18.8 %
2023-07-27 14:43:55,13.8 %,18.7 %
2023-07-27 14:59:05,13.5 %,18.7 %
2023-07-27 15:14:16,13.5 %,18.7 %
2023-07-27 15:29:27,13.2 %,18.7 %
2023-07-27 15:44:39,12.9 %,18.6 %
2023-07-27 15:59:48,13.1 %,18.5 %
2023-07-27 16:14:59,12.7 %,18.5 %
2023-07-27 16:30:09,12.6 %,18.7 %
2023-07-27 16:45:19,12.6 %,18.5 %
2023-07-27 17:00:18,12.3 %,18.3 %
2023-07-27 17:15:30,12.2 %,18.5 %
2023-07-27 17:30:39,12.2 %,18.3 %
2023-07-27 17:45:49,12.3 %,18.4 %
2023-07-27 18:01:00,12.1 %,18.1 %
2023-07-27 18:16:09,12.2 %,18.2 %
2023-07-27 18:31:19,12.1 %,18.4 %
2023-07-27 18:46:31,12.1 %,18.3 %
2023-07-27 19:01:41,12.1 %,18.3 %
2023-07-27 19:16:52,12.1 %,18.2 %
2023-07-27 19:31:53,11.8 %,18.1 %
2023-07-27 19:47:03,12 %,18.2 %
2023-07-27 20:02:12,12.1 %,18.4 %
2023-07-27 20:17:13,12.1 %,18.1 %
2023-07-27 20:32:20,12.1 %,18.2 %
2023-07-27 20:47:25,12 %,18.1 %
2023-07-27 21:02:33,12.1 %,18.2 %
2023-07-27 21:17:43,12.1 %,18.2 %
2023-07-27 21:32:42,12.1 %,18.1 %
2023-07-27 23:28:00,12.1 %,18.1 %
2023-07-27 23:29:52,12.2 %,18.1 %
2023-07-27 23:44:57,12.2 %,17.9 %
2023-07-28 00:00:03,12.2 %,18.1 %
2023-07-28 00:15:09,12.2 %,18 %
2023-07-28 00:30:20,12.3 %,18 %
2023-07-28 00:45:30,12.2 %,18.1 %
2023-07-28 01:00:40,12.2 %,18.2 %
2023-07-28 01:15:50,12.2 %,18 %
2023-07-28 01:31:00,12.2 %,18.2 %
2023-07-28 01:46:12,12.2 %,18 %
2023-07-28 02:01:23,12.2 %,18.1 %
2023-07-28 02:16:34,12.2 %,18 %
2023-07-28 02:31:44,12.2 %,18.1 %
2023-07-28 02:46:56,12.2 %,18.1 %
2023-07-28 03:02:07,12.3 %,18.1 %
2023-07-28 03:17:18,12.3 %,18.1 %
2023-07-28 03:32:17,12.2 %,18.2 %
2023-07-28 03:47:29,12.2 %,18.1 %
2023-07-28 04:02:40,12.3 %,18 %
2023-07-28 04:17:51,12.2 %,18.1 %
2023-07-28 04:33:02,12.2 %,18 %
2023-07-28 04:48:13,12.3 %,18.1 %
2023-07-28 05:03:24,12.2 %,18.1 %
2023-07-28 05:18:24,12.3 %,17.9 %
2023-07-28 05:33:35,12.3 %,18 %
2023-07-28 05:48:47,12.2 %,18.1 %
2023-07-28 06:03:58,12.3 %,18.1 %
2023-07-28 06:18:59,12.2 %,18 %
2023-07-28 06:34:10,12.3 %,17.8 %
2023-07-28 06:49:09,12.2 %,17.9 %
2023-07-28 07:04:22,12.3 %,17.8 %
2023-07-28 07:19:33,12.3 %,17.9 %
2023-07-28 07:34:46,12.3 %,17.9 %
2023-07-28 07:49:57,12.2 %,17.9 %
2023-07-28 08:05:08,12.2 %,17.8 %
2023-07-28 08:20:20,12.3 %,17.8 %
2023-07-28 08:35:19,12.2 %,17.8 %
2023-07-28 08:50:30,12.1 %,17.8 %
2023-07-28 09:05:30,12.2 %,17.8 %
2023-07-28 09:20:42,12.1 %,17.7 %
2023-07-28 09:35:52,12.1 %,17.7 %
2023-07-28 09:51:03,12 %,17.8 %
2023-07-28 10:06:14,12 %,17.7 %
2023-07-28 10:21:26,12.1 %,17.7 %
2023-07-28 10:36:25,11.9 %,17.7 %
2023-07-28 10:51:37,11.9 %,17.6 %
2023-07-28 11:06:49,11.9 %,17.6 %
2023-07-28 11:21:59,11.8 %,17.4 %
2023-07-28 11:37:09,11.8 %,17.5 %
2023-07-28 11:52:20,11.8 %,17.4 %
2023-07-28 12:07:30,11.7 %,17.4 %
2023-07-28 12:22:41,11.6 %,17.4 %
2023-07-28 12:37:51,11.5 %,17.4 %
2023-07-28 12:53:02,11.3 %,17.5 %
2023-07-28 13:08:12,11.4 %,17.3 %
2023-07-28 13:23:21,11.2 %,17.4 %
2023-07-28 13:38:33,11.2 %,17.2 %
2023-07-28 13:53:31,11 %,17.1 %
2023-07-28 14:08:43,11 %,17.3 %
2023-07-28 14:23:54,10.8 %,17.1 %
2023-07-28 14:39:06,10.8 %,17.1 %
2023-07-28 14:54:15,10.7 %,17.1 %
2023-07-28 15:09:27,10.6 %,17.1 %
2023-07-28 15:24:25,10.3 %,17.1 %
2023-07-28 15:39:37,10.2 %,17 %
2023-07-28 15:54:47,10.3 %,17.1 %
2023-07-28 16:09:57,10.3 %,17 %
2023-07-28 16:25:07,10.4 %,17.1 %
2023-07-28 16:40:17,10.4 %,17 %
2023-07-28 16:55:27,20.8 %,30.5 %
2023-07-28 17:10:37,24.3 %,31.2 %
2023-07-28 17:25:47,23.4 %,29.6 %
2023-07-28 17:40:57,22.2 %,28 %
2023-07-28 17:56:07,21.8 %,26.8 %
2023-07-28 18:11:06,21.3 %,26.2 %
2023-07-28 18:26:06,21.3 %,25.7 %
2023-07-28 18:41:17,20.9 %,25.3 %
2023-07-28 18:56:27,20.7 %,25.1 %
2023-07-28 19:11:37,20.6 %,24.9 %
2023-07-28 19:26:47,20.4 %,24.5 %
2023-07-28 19:41:57,20.2 %,24.4 %
2023-07-28 19:57:07,20.2 %,24.2 %
2023-07-28 20:12:06,20.1 %,24.2 %
2023-07-28 20:27:13,20.1 %,24 %
2023-07-28 20:42:19,20 %,23.9 %
2023-07-28 20:57:24,20 %,23.7 %
2023-07-28 21:12:35,20 %,23.6 %
2023-07-28 21:27:45,20 %,23.3 %
2023-07-28 21:42:55,19.8 %,23.6 %
2023-07-28 21:57:53,19.8 %,23.2 %
2023-07-28 22:13:05,19.7 %,23.1 %
2023-07-28 22:28:15,19.6 %,23.1 %
2023-07-28 22:43:26,19.7 %,23 %
2023-07-28 22:58:36,19.6 %,23 %
2023-07-28 23:13:47,19.6 %,22.9 %
2023-07-28 23:28:47,19.4 %,22.8 %
2023-07-28 23:43:47,19.4 %,22.8 %
2023-07-28 23:58:58,19.5 %,22.8 %
2023-07-29 00:14:09,19.5 %,22.6 %
2023-07-29 00:29:20,19.4 %,22.6 %
2023-07-29 00:44:20,19.3 %,22.6 %
2023-07-29 00:59:32,19.4 %,22.5 %
2023-07-29 01:14:31,19.4 %,22.5 %
2023-07-29 01:29:42,19.3 %,22.4 %
2023-07-29 01:44:42,19.2 %,22.4 %
2023-07-29 01:59:53,19.2 %,22.4 %
2023-07-29 02:15:04,19.2 %,22.4 %
2023-07-29 02:30:16,19.2 %,22.4 %
2023-07-29 02:45:27,19.3 %,22.4 %
2023-07-29 03:00:39,19.2 %,22.4 %
2023-07-29 03:15:38,18.9 %,22.3 %
2023-07-29 03:30:49,19.2 %,22.2 %
2023-07-29 03:45:49,19.1 %,22.1 %
2023-07-29 04:01:00,19.2 %,22.2 %
2023-07-29 04:16:13,19.1 %,22.2 %
2023-07-29 04:31:24,19 %,22.1 %
2023-07-29 04:46:36,19.2 %,22.1 %
2023-07-29 05:01:48,19 %,22.1 %
2023-07-29 05:16:59,19.1 %,22.1 %
2023-07-29 05:32:11,19 %,22 %
2023-07-29 05:47:22,19 %,22 %
2023-07-29 06:02:36,19 %,22.1 %
2023-07-29 06:17:48,19 %,22 %
2023-07-29 06:33:01,19 %,22 %
2023-07-29 06:48:11,19 %,22 %
2023-07-29 07:03:23,19 %,22 %
2023-07-29 07:18:33,18.9 %,22 %
2023-07-29 07:33:44,18.7 %,22 %
2023-07-29 07:48:57,18.8 %,21.8 %
2023-07-29 08:04:07,18.7 %,21.9 %
2023-07-29 08:19:18,18.7 %,21.9 %
2023-07-29 08:34:29,18.6 %,21.9 %
2023-07-29 08:49:40,18.5 %,21.8 %
2023-07-29 09:04:51,18.7 %,21.8 %
2023-07-29 09:19:50,18.6 %,21.7 %
2023-07-29 09:35:01,18.5 %,21.7 %
2023-07-29 09:50:00,18.3 %,21.7 %
2023-07-29 10:05:01,18.2 %,21.8 %
2023-07-29 10:20:11,18.4 %,21.6 %
2023-07-29 10:35:22,18.4 %,21.5 %
2023-07-29 10:50:31,18.1 %,21.5 %
2023-07-29 11:05:31,18.1 %,21.5 %
2023-07-29 11:20:43,18.1 %,21.5 %
2023-07-29 11:35:42,17.9 %,21.5 %
2023-07-29 11:50:52,17.8 %,21.4 %
2023-07-29 12:05:53,17.7 %,21.4 %
2023-07-29 12:20:52,17.5 %,21.4 %
2023-07-29 12:36:03,17.6 %,21.2 %
2023-07-29 12:51:15,17.3 %,21.2 %
2023-07-29 13:06:14,17.3 %,21.1 %
2023-07-29 13:21:13,17.2 %,21.2 %
2023-07-29 13:36:25,17.1 %,21.2 %
2023-07-29 13:51:37,16.9 %,21.1 %
2023-07-29 14:06:47,16.8 %,21 %
2023-07-29 14:21:57,16.7 %,20.9 %
2023-07-29 14:37:07,16.4 %,20.9 %
2023-07-29 14:52:06,16.3 %,20.9 %
2023-07-29 15:07:17,16.1 %,20.8 %
2023-07-29 15:22:27,16 %,20.7 %
2023-07-29 15:37:37,15.7 %,20.7 %
2023-07-29 15:52:47,15.6 %,20.7 %
2023-07-29 16:07:46,15.6 %,20.8 %
2023-07-29 19:38:14,14.8 %,20.4 %
2023-07-29 19:39:17,14.8 %,20.5 %
2023-07-29 19:54:25,14.8 %,20.5 %
2023-07-29 20:09:32,14.8 %,20.3 %
2023-07-29 20:24:39,14.8 %,20.4 %
2023-07-29 20:39:49,14.9 %,20.5 %
2023-07-29 20:54:49,14.8 %,20.4 %
2023-07-29 21:09:50,14.8 %,20.5 %
2023-07-29 21:24:57,14.9 %,20.4 %
2023-07-29 21:40:03,15 %,20.3 %
2023-07-29 21:55:13,14.9 %,20.3 %
2023-07-29 22:10:23,14.9 %,20.3 %
2023-07-29 22:25:33,15 %,20.3 %
2023-07-29 22:40:45,14.9 %,20.3 %
2023-07-29 22:55:45,14.9 %,20.3 %
2023-07-30 01:09:31,15.1 %,20.2 %
2023-07-30 01:10:28,15.1 %,20.3 %
2023-07-30 01:25:35,15 %,20.2 %
2023-07-30 01:40:40,15.1 %,20.3 %
2023-07-30 01:55:40,15.1 %,20.2 %
2023-07-30 02:10:40,15.1 %,20.2 %
2023-07-30 03:21:58,15.1 %,20.4 %
2023-07-30 03:22:52,15.2 %,20.3 %
2023-07-30 03:37:57,15.2 %,20.2 %
2023-07-30 03:53:03,15.1 %,20.1 %
2023-07-30 04:08:09,15.1 %,20.1 %
2023-07-30 04:23:21,15.1 %,20.2 %
2023-07-30 04:38:31,15.2 %,20 %
2023-07-30 04:53:40,15.1 %,20.1 %
2023-07-30 05:08:51,15.1 %,20.2 %
2023-07-30 05:24:02,15.1 %,20.1 %
2023-07-30 05:39:01,15.1 %,20 %
2023-07-30 05:54:13,15.1 %,20 %
2023-07-30 06:09:22,15.2 %,20.1 %
2023-07-30 06:24:32,15 %,20.2 %
2023-07-30 06:39:42,15.1 %,20 %
2023-07-30 06:54:42,15 %,19.9 %
2023-07-30 07:09:52,15.2 %,20 %
2023-07-30 07:25:02,15.1 %,20 %
2023-07-30 07:40:12,15.1 %,20 %
2023-07-30 07:55:11,15 %,19.9 %
2023-07-30 08:10:19,15 %,20 %
2023-07-30 08:25:24,15 %,20 %
2023-07-30 08:40:23,15 %,20 %
2023-07-30 08:55:23,15 %,20 %
2023-07-30 09:10:35,14.8 %,20 %
2023-07-30 09:25:47,14.8 %,19.9 %
2023-07-30 09:40:57,14.8 %,19.9 %
2023-07-30 09:56:08,14.8 %,19.9 %
2023-07-30 10:11:21,14.8 %,19.9 %
2023-07-30 10:26:31,14.7 %,19.8 %
2023-07-30 10:41:42,14.7 %,19.9 %
2023-07-30 10:56:54,14.7 %,19.9 %
2023-07-30 11:12:04,14.6 %,19.8 %
2023-07-30 11:27:14,14.5 %,19.7 %
2023-07-30 11:42:24,14.5 %,19.7 %
2023-07-30 11:57:34,14.5 %,19.8 %
2023-07-30 12:12:44,14.5 %,19.8 %
2023-07-30 12:27:54,14.5 %,19.6 %
2023-07-30 12:43:04,14.4 %,19.7 %
2023-07-30 12:58:14,14.3 %,19.6 %
2023-07-30 13:13:13,14.1 %,19.7 %
2023-07-30 13:28:24,14.2 %,19.7 %
2023-07-30 13:43:34,14.1 %,19.5 %
2023-07-30 13:58:44,13.8 %,19.4 %
2023-07-30 14:13:54,13.9 %,19.4 %
2023-07-30 14:29:04,13.8 %,19.5 %
2023-07-30 14:44:14,13.8 %,19.4 %
2023-07-30 14:59:24,13.6 %,19.4 %
2023-07-30 15:14:36,13.3 %,19.4 %
2023-07-30 15:29:46,13.2 %,19.4 %
2023-07-30 15:44:46,13.1 %,19.3 %
2023-07-30 15:59:57,12.9 %,19.2 %
2023-07-30 16:15:08,12.8 %,19.2 %
2023-07-30 16:30:19,12.6 %,19.1 %
2023-07-30 16:45:30,12.4 %,19.1 %
2023-07-30 17:00:43,12.3 %,19 %
2023-07-30 17:15:42,12.4 %,19 %
2023-07-30 17:30:53,12.4 %,19.1 %
2023-07-30 17:45:53,12.3 %,19.2 %
2023-07-30 19:55:50,12.1 %,19 %
2023-07-30 19:56:53,12.1 %,19 %
2023-07-30 20:11:52,12.1 %,19 %
2023-07-30 22:08:25,12.3 %,19 %
2023-07-30 22:09:19,12.3 %,18.9 %
2023-07-30 22:24:19,12.2 %,19 %
2023-07-30 22:39:19,12.3 %,19 %
2023-07-30 22:54:25,12.3 %,19 %
2023-07-30 23:09:36,12.4 %,18.9 %
2023-07-30 23:24:35,12.3 %,18.9 %
2023-07-30 23:39:46,12.4 %,18.9 %
2023-07-30 23:54:56,12.4 %,18.9 %
2023-07-31 00:10:06,12.4 %,18.9 %
2023-07-31 00:25:16,12.6 %,19 %
2023-07-31 00:40:26,12.5 %,19 %
2023-07-31 00:55:36,12.5 %,19 %
2023-07-31 01:10:46,12.4 %,19 %
2023-07-31 01:25:45,12.5 %,18.9 %
2023-07-31 01:40:56,12.4 %,18.9 %
2023-07-31 01:56:06,12.5 %,18.8 %
2023-07-31 02:11:16,12.6 %,18.8 %
2023-07-31 02:26:26,12.5 %,18.9 %
2023-07-31 02:41:36,12.5 %,18.9 %
2023-07-31 02:56:46,12.5 %,19 %
2023-07-31 03:11:56,12.5 %,18.9 %
2023-07-31 03:27:06,12.6 %,19 %
2023-07-31 03:42:16,12.5 %,18.9 %
2023-07-31 03:57:15,12.5 %,18.9 %
2023-07-31 04:12:15,12.5 %,18.8 %
2023-07-31 04:27:15,12.5 %,18.8 %
2023-07-31 04:42:26,12.5 %,18.9 %
2023-07-31 04:57:36,12.5 %,18.9 %
2023-07-31 05:12:36,12.6 %,18.7 %
2023-07-31 05:27:47,12.7 %,18.7 %
2023-07-31 05:42:58,12.6 %,18.8 %
2023-07-31 05:58:09,12.6 %,18.9 %
2023-07-31 06:13:09,12.5 %,18.9 %
2023-07-31 06:28:20,12.6 %,19 %
2023-07-31 06:43:31,12.5 %,18.8 %
2023-07-31 06:58:42,12.5 %,19 %
2023-07-31 07:13:53,12.5 %,18.7 %
2023-07-31 07:29:04,12.6 %,18.7 %
2023-07-31 07:44:15,12.5 %,18.7 %
2023-07-31 07:59:26,12.5 %,18.8 %
2023-07-31 08:14:37,12.5 %,18.7 %
2023-07-31 08:29:49,12.5 %,18.7 %
2023-07-31 08:45:02,12.4 %,18.6 %
2023-07-31 09:00:13,12.4 %,18.7 %
2023-07-31 09:15:25,12.4 %,18.7 %
2023-07-31 09:30:36,12.4 %,18.7 %
2023-07-31 09:45:47,12.2 %,18.6 %
2023-07-31 10:00:59,12.2 %,18.7 %
2023-07-31 10:16:10,12.2 %,18.6 %
2023-07-31 10:31:23,12.2 %,18.7 %
2023-07-31 10:46:33,12.1 %,18.5 %
2023-07-31 11:01:45,12.1 %,18.6 %
2023-07-31 11:16:56,12 %,18.5 %
2023-07-31 11:32:07,11.9 %,18.4 %
2023-07-31 11:47:17,11.9 %,18.5 %
2023-07-31 12:02:29,11.8 %,18.6 %
2023-07-31 12:17:40,11.8 %,18.4 %
2023-07-31 12:32:51,11.7 %,18.3 %
2023-07-31 12:48:02,11.6 %,18.4 %
2023-07-31 13:03:02,11.5 %,18.2 %
2023-07-31 13:18:13,11.5 %,18.3 %
2023-07-31 13:33:23,11.4 %,18.4 %
2023-07-31 13:48:33,11.2 %,18.4 %
2023-07-31 14:03:44,11.2 %,18.2 %
2023-07-31 14:18:54,11.1 %,18.2 %
2023-07-31 14:34:09,11.1 %,18.1 %
2023-07-31 14:49:18,11 %,18.1 %
2023-07-31 15:04:28,11 %,18.2 %
2023-07-31 15:19:38,10.8 %,18.1 %
2023-07-31 15:34:48,10.7 %,18 %
2023-07-31 15:49:59,10.7 %,18 %
2023-07-31 16:05:09,10.6 %,18.1 %
2023-07-31 16:20:19,10.3 %,17.9 %
2023-07-31 16:35:18,10.3 %,18 %
2023-07-31 16:50:29,10.2 %,17.9 %
2023-07-31 17:05:29,10.2 %,18 %
2023-07-31 17:20:40,10.1 %,17.9 %
2023-07-31 17:35:50,10.1 %,18 %
2023-07-31 17:51:02,10.1 %,17.9 %
2023-07-31 18:06:12,10.1 %,17.9 %
2023-07-31 18:21:21,10 %,17.9 %
2023-07-31 18:36:33,10 %,17.9 %
2023-07-31 18:51:43,9.90 %,17.8 %
2023-07-31 19:06:53,9.80 %,17.8 %
2023-07-31 19:22:05,9.90 %,17.9 %
2023-07-31 19:37:15,9.90 %,17.8 %
2023-07-31 19:52:25,9.90 %,17.9 %
2023-07-31 20:07:35,9.90 %,17.8 %
2023-07-31 20:22:45,9.90 %,17.8 %
2023-07-31 20:37:55,9.80 %,17.8 %
2023-07-31 20:53:05,9.90 %,17.7 %
2023-07-31 21:08:03,9.80 %,17.9 %
2023-07-31 21:23:15,9.90 %,17.9 %
2023-07-31 21:38:25,9.90 %,17.8 %
2023-07-31 21:53:35,9.90 %,17.9 %
2023-07-31 22:08:45,9.90 %,17.8 %
2023-07-31 22:23:55,9.80 %,17.8 %
2023-07-31 22:39:05,9.80 %,17.8 %
2023-07-31 22:54:15,9.80 %,17.9 %
2023-07-31 23:09:25,9.90 %,17.9 %
2023-07-31 23:24:35,9.90 %,17.8 %
2023-07-31 23:39:34,9.90 %,17.8 %
2023-07-31 23:54:45,9.90 %,17.7 %
2023-08-01 00:09:55,10 %,17.7 %
2023-08-01 00:25:08,9.90 %,17.8 %
2023-08-01 00:40:18,10 %,17.9 %
2023-08-01 00:55:29,9.90 %,17.8 %
2023-08-01 01:10:40,10 %,17.6 %
2023-08-01 01:25:51,9.80 %,17.7 %
2023-08-01 01:41:02,9.90 %,17.8 %
2023-08-01 01:56:13,9.90 %,17.8 %
2023-08-01 02:11:24,9.90 %,17.7 %
2023-08-01 02:26:35,9.80 %,17.7 %
2023-08-01 02:41:46,9.80 %,17.6 %
2023-08-01 02:56:57,9.90 %,17.7 %
2023-08-01 03:11:57,9.90 %,17.6 %
2023-08-01 03:27:08,9.90 %,17.6 %
2023-08-01 03:42:19,9.90 %,17.6 %
2023-08-01 03:57:31,9.90 %,17.6 %
2023-08-01 04:12:42,9.90 %,17.7 %
2023-08-01 04:27:54,9.90 %,17.7 %
2023-08-01 04:43:04,9.90 %,17.6 %
2023-08-01 04:58:17,9.90 %,17.5 %
2023-08-01 05:13:27,9.90 %,17.6 %
2023-08-01 05:28:27,9.90 %,17.6 %
2023-08-01 05:43:38,9.80 %,17.6 %
2023-08-01 05:58:49,9.90 %,17.8 %
2023-08-01 06:14:01,9.90 %,17.6 %
2023-08-01 06:29:12,9.90 %,17.6 %
2023-08-01 06:44:12,9.90 %,17.6 %
2023-08-01 06:59:23,9.90 %,17.8 %
2023-08-01 07:14:35,9.90 %,17.5 %
2023-08-01 07:29:47,9.90 %,17.6 %
2023-08-01 07:44:59,9.90 %,17.6 %
2023-08-01 08:00:11,9.80 %,17.6 %
2023-08-01 08:15:24,9.80 %,17.6 %
2023-08-01 08:30:23,9.80 %,17.6 %
2023-08-01 08:45:35,9.80 %,17.5 %
2023-08-01 09:00:45,9.80 %,17.6 %
2023-08-01 09:15:56,9.70 %,17.5 %
2023-08-01 09:30:56,9.70 %,17.4 %
2023-08-01 09:46:08,9.70 %,17.4 %
2023-08-01 10:01:18,9.60 %,17.6 %
2023-08-01 10:16:19,9.70 %,17.4 %
2023-08-01 10:31:18,9.50 %,17.4 %
2023-08-01 10:46:29,9.40 %,17.4 %
2023-08-01 11:01:41,9.40 %,17.3 %
2023-08-01 11:16:51,9.40 %,17.4 %
2023-08-01 11:32:02,9.40 %,17.3 %
2023-08-01 11:47:12,9.40 %,17.3 %
2023-08-01 12:02:24,9.30 %,17.4 %
