date-time,bare soil,cardboard mulch
7/7/2023 17:58,16%,13.70%
7/7/2023 18:13,15.90%,13.90%
7/7/2023 18:28,15.90%,13.80%
7/7/2023 18:44,15.90%,13.90%
7/7/2023 18:59,15.90%,13.80%
7/7/2023 19:14,15.70%,13.80%
7/7/2023 19:29,15.80%,13.80%
7/7/2023 19:44,15.80%,13.90%
7/7/2023 20:52,15.70%,13.90%
7/7/2023 20:54,15.70%,13.90%
7/7/2023 21:09,15.70%,13.90%
7/7/2023 21:24,15.70%,13.90%
7/7/2023 21:39,15.60%,13.90%
7/7/2023 21:54,15.70%,13.90%
7/7/2023 22:09,15.70%,13.90%
7/7/2023 22:24,15.70%,13.80%
7/7/2023 22:39,15.70%,13.90%
7/7/2023 22:54,15.70%,13.80%
7/7/2023 23:10,15.70%,13.80%
7/7/2023 23:25,15.70%,13.90%
7/7/2023 23:40,15.80%,13.90%
7/7/2023 23:55,15.70%,13.90%
7/8/2023 0:10,15.70%,13.90%
7/8/2023 0:25,15.80%,13.90%
7/8/2023 2:23,15.70%,13.90%
7/8/2023 2:25,15.70%,14.10%
7/8/2023 2:40,15.70%,13.90%
7/8/2023 2:55,15.70%,13.90%
7/8/2023 3:10,15.90%,14.10%
7/8/2023 3:26,15.70%,13.90%
7/8/2023 3:41,15.70%,13.90%
7/8/2023 3:56,15.70%,13.90%
7/8/2023 4:11,15.70%,14%
7/8/2023 4:26,15.70%,13.90%
7/8/2023 4:41,15.80%,13.80%
7/8/2023 4:56,15.70%,13.90%
7/8/2023 5:11,15.70%,14%
7/8/2023 5:26,15.70%,13.90%
7/8/2023 5:42,15.70%,14%
7/8/2023 5:57,15.70%,13.90%
7/8/2023 6:12,15.80%,13.90%
7/8/2023 6:27,15.80%,13.90%
7/8/2023 6:42,15.80%,13.90%
7/8/2023 6:57,15.80%,13.90%
7/8/2023 7:12,15.60%,13.90%
7/8/2023 7:27,15.60%,13.80%
7/8/2023 7:43,15.70%,13.90%
7/8/2023 7:58,15.80%,13.80%
7/8/2023 8:13,15.80%,13.90%
7/8/2023 8:28,15.70%,13.90%
7/8/2023 8:43,15.80%,14%
7/8/2023 8:59,15.70%,13.90%
7/8/2023 9:14,15.80%,13.80%
7/8/2023 9:29,15.70%,13.80%
7/8/2023 9:44,15.70%,13.70%
7/8/2023 9:59,15.80%,13.60%
7/8/2023 10:14,15.70%,13.60%
7/8/2023 10:29,15.70%,13.60%
7/8/2023 10:44,15.60%,13.50%
7/8/2023 10:59,15.60%,13.60%
7/8/2023 11:14,15.60%,13.50%
7/8/2023 11:30,15.60%,13.50%
7/8/2023 11:45,15.40%,13.50%
7/8/2023 12:00,15.60%,13.60%
7/8/2023 12:15,15.40%,13.50%
7/8/2023 12:30,15.30%,13.50%
7/8/2023 12:45,15.20%,13.30%
7/8/2023 13:00,15.30%,13.20%
7/8/2023 13:15,15.10%,13.20%
7/8/2023 13:31,15.30%,13.20%
7/8/2023 13:46,15.10%,13.20%
7/8/2023 14:01,15.10%,13.20%
7/8/2023 14:16,15%,13.20%
7/8/2023 14:31,15.10%,13.10%
7/8/2023 14:46,15%,13.10%
7/8/2023 15:01,15.10%,13.10%
7/8/2023 15:16,15%,12.90%
7/8/2023 15:32,15%,13%
7/8/2023 15:47,14.90%,13.10%
7/8/2023 16:02,15%,12.90%
7/8/2023 16:17,14.90%,12.90%
7/8/2023 16:32,14.80%,13%
7/8/2023 16:47,14.80%,13.10%
7/8/2023 17:02,14.80%,12.90%
7/8/2023 17:17,14.70%,12.90%
7/8/2023 17:32,14.70%,12.90%
7/8/2023 17:47,14.70%,12.90%
7/8/2023 18:03,14.70%,12.90%
7/8/2023 18:18,14.50%,12.80%
7/8/2023 18:33,14.70%,12.90%
7/8/2023 18:48,14.50%,12.90%
7/8/2023 19:03,14.50%,12.80%
7/8/2023 19:18,14.60%,12.80%
7/8/2023 19:33,14.60%,12.80%
7/8/2023 19:48,14.50%,12.90%
7/8/2023 20:03,14.40%,12.80%
7/8/2023 20:19,14.70%,12.80%
7/8/2023 20:34,14.50%,13%
7/8/2023 20:49,14.50%,13%
7/8/2023 21:04,14.50%,12.90%
7/8/2023 21:19,14.50%,12.90%
7/8/2023 21:34,14.50%,12.90%
7/8/2023 21:49,14.60%,12.90%
7/8/2023 22:04,14.50%,12.90%
7/8/2023 22:19,14.60%,13%
7/8/2023 22:35,14.50%,13%
7/8/2023 22:50,14.60%,12.90%
7/8/2023 23:05,14.50%,12.90%
7/8/2023 23:20,14.50%,12.90%
7/8/2023 23:35,14.60%,13%
7/8/2023 23:50,14.60%,12.90%
7/9/2023 0:05,14.70%,13.10%
7/9/2023 0:20,14.50%,13%
7/9/2023 0:35,14.60%,13.10%
7/9/2023 0:50,14.50%,12.90%
7/9/2023 1:06,14.60%,13.10%
7/9/2023 1:21,14.40%,12.90%
7/9/2023 1:36,14.70%,13%
7/9/2023 1:51,14.60%,12.90%
7/9/2023 2:06,14.60%,13%
7/9/2023 2:21,14.70%,13%
7/9/2023 2:36,14.70%,12.90%
7/9/2023 2:51,14.70%,13.10%
7/9/2023 3:06,14.60%,13%
7/9/2023 3:21,14.70%,12.90%
7/9/2023 3:36,14.60%,13.10%
7/9/2023 3:51,14.70%,13%
7/9/2023 4:07,14.60%,13.10%
7/9/2023 4:22,14.70%,13%
7/9/2023 4:37,14.60%,13%
7/9/2023 4:52,14.70%,13.10%
7/9/2023 5:07,14.80%,13.20%
7/9/2023 5:22,14.70%,13.10%
7/9/2023 5:37,14.60%,13%
7/9/2023 5:52,14.70%,13.10%
7/9/2023 6:08,14.50%,13%
7/9/2023 6:23,14.60%,13%
7/9/2023 6:38,14.70%,13%
7/9/2023 6:53,14.80%,12.90%
7/9/2023 7:08,14.70%,13%
7/9/2023 7:23,14.50%,12.90%
7/9/2023 7:38,14.70%,13%
7/9/2023 7:54,14.50%,12.90%
7/9/2023 8:09,14.60%,13%
7/9/2023 8:24,14.60%,12.90%
7/9/2023 8:39,14.50%,13%
7/9/2023 8:54,14.50%,13.10%
7/9/2023 9:09,14.60%,12.90%
7/9/2023 9:24,14.50%,12.90%
7/9/2023 9:39,14.50%,12.90%
7/9/2023 9:54,14.60%,12.90%
7/9/2023 10:10,14.40%,12.80%
7/9/2023 10:25,14.20%,12.90%
7/9/2023 10:40,14.20%,12.60%
7/9/2023 10:55,14.50%,12.60%
7/9/2023 11:10,14.30%,12.60%
7/9/2023 11:25,14.40%,12.70%
7/9/2023 11:40,14.20%,12.50%
7/9/2023 11:55,14.10%,12.60%
7/9/2023 12:10,14.20%,12.50%
7/9/2023 12:26,14.10%,12.40%
7/9/2023 12:41,14.10%,12.30%
7/9/2023 12:56,13.90%,12.30%
7/9/2023 13:11,13.90%,12.30%
7/9/2023 13:26,13.80%,12.30%
7/9/2023 13:41,13.90%,12.20%
7/9/2023 13:56,13.80%,12.30%
7/9/2023 14:11,13.80%,12.10%
7/9/2023 14:26,13.80%,12.10%
7/9/2023 14:42,13.50%,12.10%
7/9/2023 14:57,13.50%,12.10%
7/9/2023 15:12,13.60%,12.10%
7/9/2023 15:27,,11.90%
7/9/2023 15:42,13.50%,12%
7/9/2023 15:57,13.30%,11.90%
7/9/2023 16:12,13.30%,12.10%
7/9/2023 16:28,13.30%,12%
7/9/2023 16:43,13.30%,11.90%
7/9/2023 16:58,13.30%,11.80%
7/9/2023 17:13,13.20%,11.80%
7/9/2023 17:28,13.20%,11.90%
7/9/2023 17:43,13.20%,11.90%
7/9/2023 17:58,13.20%,11.90%
7/9/2023 18:13,13.30%,11.80%
7/9/2023 18:29,13.20%,11.90%
7/9/2023 18:44,13.30%,11.80%
7/9/2023 18:59,13.20%,11.80%
7/9/2023 19:14,13.30%,12%
7/9/2023 19:29,13.30%,11.70%
7/9/2023 19:44,13.30%,11.80%
7/9/2023 19:59,13.30%,11.80%
7/9/2023 20:14,13.30%,11.80%
7/9/2023 20:29,13.40%,11.90%
7/9/2023 20:44,13.30%,11.80%
7/9/2023 20:59,13.30%,11.80%
7/9/2023 21:14,13.30%,11.80%
7/9/2023 21:29,13.30%,11.90%
7/9/2023 21:45,13.30%,11.90%
7/9/2023 22:00,13.30%,11.80%
7/9/2023 22:15,13.30%,11.80%
7/9/2023 22:30,13.40%,11.80%
7/9/2023 22:45,13.50%,11.70%
7/9/2023 23:00,13.30%,11.80%
7/9/2023 23:15,13.40%,11.70%
7/9/2023 23:30,13.30%,11.90%
7/9/2023 23:46,13.30%,11.90%
7/10/2023 0:01,13.40%,11.80%
7/10/2023 0:16,13.50%,11.90%
7/10/2023 0:31,13.30%,11.80%
7/10/2023 0:46,13.30%,11.90%
7/10/2023 1:01,13.50%,11.70%
7/10/2023 1:16,13.40%,11.80%
7/10/2023 1:31,13.30%,11.80%
7/10/2023 1:47,13.30%,11.80%
7/10/2023 2:02,13.40%,11.90%
7/10/2023 2:17,13.50%,11.80%
7/10/2023 2:32,13.30%,11.80%
7/10/2023 2:47,13.30%,11.80%
7/10/2023 3:02,13.40%,11.70%
7/10/2023 3:17,13.50%,11.90%
7/10/2023 3:32,13.50%,11.90%
7/10/2023 3:47,13.40%,11.80%
7/10/2023 4:02,13.50%,11.80%
7/10/2023 4:17,13.50%,11.70%
7/10/2023 4:32,13.30%,11.80%
7/10/2023 4:48,13.50%,11.80%
7/10/2023 5:03,13.50%,11.80%
7/10/2023 5:18,13.50%,11.80%
7/10/2023 5:33,13.50%,11.70%
7/10/2023 5:48,13.50%,11.90%
7/10/2023 6:03,13.50%,11.90%
7/10/2023 6:18,13.50%,11.90%
7/10/2023 6:33,13.40%,11.90%
7/10/2023 6:48,13.40%,11.80%
7/10/2023 7:04,13.50%,11.80%
7/10/2023 7:19,13.40%,12%
7/10/2023 7:34,13.40%,11.80%
7/10/2023 7:49,13.30%,11.90%
7/10/2023 8:04,13.30%,11.80%
7/10/2023 8:19,13.30%,11.80%
7/10/2023 8:34,13.40%,11.80%
7/10/2023 8:49,13.30%,11.70%
7/10/2023 9:04,13.40%,11.90%
7/10/2023 9:19,13.20%,11.70%
7/10/2023 9:34,13.20%,11.70%
7/10/2023 9:49,13.30%,11.80%
7/10/2023 10:05,13.20%,11.80%
7/10/2023 10:20,13.30%,11.70%
7/10/2023 10:35,13.20%,11.70%
7/10/2023 10:50,13.10%,11.50%
7/10/2023 11:05,13.10%,11.50%
7/10/2023 11:20,12.90%,11.50%
7/10/2023 11:35,12.90%,11.40%
7/10/2023 11:50,12.80%,11.30%
7/10/2023 12:06,12.80%,11.40%
7/10/2023 12:21,12.70%,11.40%
7/10/2023 12:36,12.50%,11.30%
7/10/2023 12:51,12.60%,11.20%
7/10/2023 13:06,12.40%,11.30%
7/10/2023 13:21,12.40%,11.30%
7/10/2023 13:36,12.30%,11.10%
7/10/2023 13:51,12.20%,11.10%
7/10/2023 14:06,12.10%,11.20%
7/10/2023 16:14,11.80%,10.90%
7/10/2023 16:15,11.90%,10.80%
7/10/2023 16:30,11.80%,10.80%
7/10/2023 16:45,11.70%,10.80%
7/10/2023 18:27,11.70%,10.70%
7/10/2023 18:29,11.70%,10.70%
7/10/2023 18:44,11.80%,10.70%
7/10/2023 18:59,11.70%,10.70%
7/10/2023 19:14,11.80%,10.70%
7/10/2023 19:29,11.70%,10.70%
7/10/2023 19:44,11.70%,10.80%
7/10/2023 19:59,11.80%,10.70%
7/10/2023 20:15,11.80%,10.70%
7/10/2023 20:30,11.80%,10.60%
7/10/2023 20:45,11.90%,10.70%
7/10/2023 21:00,11.80%,10.80%
7/10/2023 21:15,11.90%,10.90%
7/10/2023 21:30,11.80%,10.80%
7/10/2023 21:45,11.80%,10.70%
7/10/2023 23:58,12%,10.80%
7/10/2023 23:59,12%,10.80%
7/11/2023 0:14,12%,10.80%
7/11/2023 0:29,12%,10.80%
7/11/2023 0:44,11.90%,11%
7/11/2023 0:59,12%,11%
7/11/2023 1:15,12%,10.80%
7/11/2023 1:30,11.90%,10.90%
7/11/2023 1:45,12%,11%
7/11/2023 2:00,11.90%,11%
7/11/2023 2:15,12.10%,11.10%
7/11/2023 2:30,12%,11%
7/11/2023 2:45,11.90%,10.90%
7/11/2023 3:01,12.10%,11%
7/11/2023 3:16,12%,11%
7/11/2023 3:31,12.10%,11%
7/11/2023 3:46,12.10%,11%
7/11/2023 4:01,12.10%,11.10%
7/11/2023 4:16,12.10%,11.10%
7/11/2023 4:31,12.20%,11.10%
7/11/2023 4:46,12.10%,11.20%
7/11/2023 5:02,12%,11.10%
7/11/2023 5:17,12.10%,11%
7/11/2023 5:32,12.10%,11%
7/11/2023 5:47,12.10%,11.20%
7/11/2023 6:02,12.10%,11.10%
7/11/2023 6:17,12.10%,11.10%
7/11/2023 6:32,12.10%,11.10%
7/11/2023 6:47,12.20%,11.10%
7/11/2023 7:02,12.10%,11.20%
7/11/2023 7:18,12.10%,11.10%
7/11/2023 7:33,12.20%,11.10%
7/11/2023 7:48,12.20%,11%
7/11/2023 8:03,12.10%,11.10%
7/11/2023 8:18,12.10%,11%
7/11/2023 8:33,12.10%,11.20%
7/11/2023 8:48,12.10%,11.20%
7/11/2023 9:03,12.20%,11.20%
7/11/2023 9:18,12.20%,11%
7/11/2023 9:34,12.20%,11.10%
7/11/2023 9:49,12.20%,11.10%
7/11/2023 10:04,12.10%,11.10%
7/11/2023 10:19,11.90%,10.90%
7/11/2023 10:34,11.80%,11.10%
7/11/2023 10:49,12.10%,10.90%
7/11/2023 11:04,11.80%,11%
7/11/2023 11:19,11.90%,11%
7/11/2023 11:34,11.90%,10.90%
7/11/2023 11:49,11.70%,10.80%
7/11/2023 12:04,11.70%,10.80%
7/11/2023 12:19,11.50%,10.80%
7/11/2023 12:34,11.50%,10.70%
7/11/2023 12:49,11.30%,10.70%
7/11/2023 13:04,11.40%,10.70%
7/11/2023 13:20,11.40%,10.70%
7/11/2023 13:35,11.20%,10.70%
7/11/2023 13:50,11.10%,10.60%
7/11/2023 14:05,11.20%,10.60%
7/11/2023 14:20,11%,10.50%
7/11/2023 14:35,10.90%,10.50%
7/11/2023 14:50,11%,10.50%
7/11/2023 15:05,11%,10.50%
7/11/2023 15:20,10.90%,10.30%
7/11/2023 15:36,10.80%,10.50%
7/11/2023 15:51,10.90%,10.50%
7/11/2023 16:06,10.80%,10.50%
7/11/2023 16:21,10.80%,10.50%
7/11/2023 16:36,10.80%,10.30%
7/11/2023 16:51,10.70%,10.50%
7/11/2023 17:06,10.70%,10.30%
7/11/2023 17:22,10.70%,10.50%
7/11/2023 17:37,10.80%,10.50%
7/11/2023 17:52,11%,10.60%
7/11/2023 18:07,10.80%,10.50%
7/11/2023 18:22,10.70%,10.50%
7/11/2023 18:37,10.80%,10.50%
7/11/2023 18:52,10.80%,10.50%
7/11/2023 19:07,11%,10.40%
7/11/2023 19:22,10.90%,10.50%
7/11/2023 19:37,11%,10.50%
7/11/2023 19:53,10.80%,10.50%
7/11/2023 20:08,11%,10.40%
7/11/2023 20:23,11%,10.60%
7/11/2023 20:38,10.90%,10.40%
7/11/2023 20:53,10.90%,10.60%
7/11/2023 21:08,11%,10.50%
7/11/2023 21:23,10.90%,10.60%
7/11/2023 21:38,11%,10.60%
7/11/2023 21:53,11%,10.60%
7/11/2023 22:08,10.90%,10.60%
7/11/2023 22:23,10.90%,10.60%
7/11/2023 22:38,11%,10.60%
7/11/2023 22:53,11%,10.50%
7/11/2023 23:09,11%,10.60%
7/11/2023 23:24,10.90%,10.60%
7/11/2023 23:39,11.10%,10.60%
7/11/2023 23:54,10.80%,10.60%
7/12/2023 0:09,11.10%,10.60%
7/12/2023 0:24,11%,10.70%
7/12/2023 0:39,11%,10.70%
7/12/2023 0:54,11.10%,10.60%
7/12/2023 1:10,11%,10.60%
7/12/2023 1:25,11%,10.70%
7/12/2023 1:40,10.80%,10.70%
7/12/2023 1:55,11%,10.70%
7/12/2023 2:10,11%,10.70%
7/12/2023 2:25,11%,10.70%
7/12/2023 2:40,11%,10.70%
7/12/2023 2:55,11.10%,10.70%
7/12/2023 3:11,11.10%,10.60%
7/12/2023 3:26,10.90%,10.70%
7/12/2023 3:41,11%,10.80%
7/12/2023 3:56,11%,10.70%
7/12/2023 4:11,11%,10.70%
7/12/2023 4:26,11.10%,10.70%
7/12/2023 4:41,11%,10.60%
7/12/2023 4:56,11.10%,10.70%
7/12/2023 5:11,11%,10.70%
7/12/2023 5:27,11.10%,10.80%
7/12/2023 5:42,11%,10.70%
7/12/2023 5:57,11.10%,10.80%
7/12/2023 6:12,11.10%,10.70%
7/12/2023 6:27,11.10%,10.80%
7/12/2023 6:42,11.10%,10.80%
7/12/2023 6:57,11.10%,10.90%
7/12/2023 7:13,11%,10.70%
7/12/2023 7:28,11%,10.70%
7/12/2023 7:43,11.10%,10.70%
7/12/2023 7:58,11.10%,10.80%
7/12/2023 8:13,11.10%,10.80%
7/12/2023 8:28,11.10%,10.80%
7/12/2023 8:44,11.10%,10.80%
7/12/2023 8:59,11%,10.70%
7/12/2023 9:14,11.10%,10.70%
7/12/2023 9:29,11.10%,10.80%
7/12/2023 9:44,11%,10.80%
7/12/2023 10:00,11.10%,10.80%
7/12/2023 10:15,11%,10.70%
7/12/2023 10:30,11.10%,10.70%
7/12/2023 10:45,11.10%,10.70%
7/12/2023 11:00,11%,10.70%
7/12/2023 11:16,11%,10.80%
7/12/2023 11:31,11%,10.70%
7/12/2023 11:46,11%,10.70%
7/12/2023 12:01,10.90%,10.70%
7/12/2023 12:16,11%,10.60%
7/12/2023 12:31,10.80%,10.60%
7/12/2023 12:46,10.80%,10.60%
7/12/2023 13:02,10.70%,10.60%
7/12/2023 13:17,10.60%,10.60%
7/12/2023 13:32,10.50%,10.50%
7/12/2023 13:47,10.50%,10.50%
7/12/2023 14:02,10.50%,10.50%
7/12/2023 14:17,10.40%,10.40%
7/12/2023 14:32,10.20%,10.40%
7/12/2023 14:47,10.20%,10.30%
7/12/2023 15:03,10.10%,10.30%
7/12/2023 15:17,10.10%,10.20%
7/12/2023 15:32,10.10%,10.30%
7/12/2023 15:48,10%,10.20%
7/12/2023 16:03,9.90%,10.20%
7/12/2023 16:18,9.90%,10.10%
7/12/2023 16:33,10%,10.20%
7/12/2023 16:48,10%,10.20%
7/12/2023 17:56,9.90%,10.10%
7/12/2023 17:58,9.90%,10.20%
7/12/2023 18:13,10%,10.20%
7/12/2023 18:28,10%,10.10%
7/12/2023 18:43,9.90%,10.10%
7/12/2023 20:08,10.10%,10.20%
7/12/2023 20:09,10.10%,10.20%
7/12/2023 20:24,10%,10.20%
7/12/2023 20:39,10%,10.20%
7/12/2023 20:54,10%,10.30%
7/12/2023 21:09,9.90%,10.20%
7/12/2023 21:24,10.10%,10.20%
7/12/2023 21:39,10.10%,10.20%
7/12/2023 21:54,10%,10.20%
7/12/2023 23:27,10.10%,10.20%
7/12/2023 23:28,10.10%,10.30%
7/12/2023 23:43,10%,10.20%
7/13/2023 1:39,10.20%,10.20%
7/13/2023 1:40,10.20%,10.30%
7/13/2023 1:55,10.10%,10.30%
7/13/2023 2:11,10.10%,10.20%
7/13/2023 2:26,10.10%,10.20%
7/13/2023 2:41,10.20%,10.30%
7/13/2023 2:56,10.10%,10.30%
7/13/2023 3:11,10.10%,10.30%
7/13/2023 3:26,10.10%,10.40%
7/13/2023 3:41,10.10%,10.30%
7/13/2023 3:56,10.10%,10.40%
7/13/2023 4:12,10.10%,10.30%
7/13/2023 4:27,10.10%,10.50%
7/13/2023 4:42,10.10%,10.50%
7/13/2023 4:57,10.10%,10.50%
7/13/2023 5:12,10.10%,10.40%
7/13/2023 5:27,10.10%,10.40%
7/13/2023 5:42,10.10%,10.50%
7/13/2023 5:57,10%,10.40%
7/13/2023 6:13,10.10%,10.40%
7/13/2023 6:28,10.10%,10.30%
7/13/2023 6:43,10%,10.40%
7/13/2023 6:58,10%,10.50%
7/13/2023 7:13,10.10%,10.30%
7/13/2023 7:28,10.10%,10.50%
7/13/2023 7:43,10.10%,10.50%
7/13/2023 7:58,10.10%,10.40%
7/13/2023 8:13,10.10%,10.50%
7/13/2023 8:29,10%,10.50%
7/13/2023 8:44,10.10%,10.40%
7/13/2023 8:59,10.10%,10.40%
7/13/2023 9:14,10.10%,10.40%
7/13/2023 9:29,10%,10.30%
7/13/2023 9:44,10%,10.30%
7/13/2023 9:59,10%,10.30%
7/13/2023 10:14,10%,10.30%
7/13/2023 10:29,10%,10.20%
7/13/2023 10:45,9.90%,10.30%
7/13/2023 11:00,9.90%,10.20%
7/13/2023 11:15,9.70%,10.10%
7/13/2023 11:30,9.80%,10.10%
7/13/2023 11:45,9.70%,10.10%
7/13/2023 12:00,9.80%,10.30%
7/13/2023 12:15,9.60%,10.10%
7/13/2023 12:30,9.60%,10.10%
7/13/2023 12:45,9.30%,10%
7/13/2023 13:00,9.40%,10%
7/13/2023 13:15,9.30%,10%
7/13/2023 13:31,9.30%,9.90%
7/13/2023 13:46,9.20%,10%
7/13/2023 14:01,9.20%,9.90%
7/13/2023 14:16,9.10%,9.90%
7/13/2023 14:31,9.10%,9.80%
7/13/2023 14:46,9.10%,9.80%
7/13/2023 15:01,8.90%,9.70%
7/13/2023 17:07,8.60%,9.60%
7/13/2023 17:08,8.70%,9.60%
7/13/2023 17:23,8.70%,9.50%
7/13/2023 17:38,8.60%,9.60%
7/13/2023 17:53,8.70%,9.60%
7/13/2023 18:09,8.60%,9.60%
7/13/2023 18:24,8.60%,9.50%
7/13/2023 20:26,8.70%,9.70%
7/13/2023 20:28,8.70%,9.60%
7/13/2023 20:43,8.80%,9.60%
7/13/2023 20:58,8.70%,9.50%
7/13/2023 21:13,8.70%,9.50%
7/13/2023 21:29,8.80%,9.50%
7/13/2023 21:44,8.80%,9.60%
7/13/2023 21:59,8.80%,10.20%
7/13/2023 23:45,9.10%,12.10%
7/13/2023 23:46,9.20%,12.20%
7/14/2023 0:01,9.10%,12.20%
7/14/2023 0:16,9.10%,12.20%
7/14/2023 0:31,9.20%,12.30%
7/14/2023 0:46,9.20%,12.20%
7/14/2023 1:01,9.10%,12.20%
7/14/2023 1:16,9.20%,12.10%
7/14/2023 1:31,9.20%,12.20%
7/14/2023 1:46,9.20%,12.20%
7/14/2023 2:02,9.20%,12.30%
7/14/2023 2:17,9.20%,12.30%
7/14/2023 2:32,9.20%,12.10%
7/14/2023 2:47,9.30%,12.30%
7/14/2023 3:02,9.30%,12.20%
7/14/2023 3:18,9.30%,12.20%
7/14/2023 3:33,9.30%,12.20%
7/14/2023 3:48,9.30%,12.20%
7/14/2023 4:03,9.30%,12.20%
7/14/2023 4:18,9.30%,12.30%
7/14/2023 4:33,9.40%,12.10%
7/14/2023 4:48,9.30%,12.20%
7/14/2023 5:03,9.40%,12.20%
7/14/2023 5:19,9.50%,12.20%
7/14/2023 5:34,9.40%,12.30%
7/14/2023 5:49,9.40%,12.20%
7/14/2023 6:04,9.40%,12.10%
7/14/2023 6:19,9.50%,12.20%
7/14/2023 6:34,9.50%,12.20%
7/14/2023 6:50,9.40%,12.20%
7/14/2023 7:05,9.60%,12.20%
7/14/2023 7:20,9.50%,12.20%
7/14/2023 7:35,9.50%,12.20%
7/14/2023 7:50,9.60%,12.20%
7/14/2023 8:05,9.60%,12.20%
7/14/2023 8:20,9.60%,12.20%
7/14/2023 8:35,9.60%,12.20%
7/14/2023 8:51,9.60%,12.20%
7/14/2023 9:06,9.70%,12.20%
7/14/2023 9:21,9.70%,12.10%
7/14/2023 9:36,9.70%,12%
7/14/2023 9:51,9.70%,12%
7/14/2023 10:06,9.70%,12.10%
7/14/2023 10:21,9.80%,11.90%
7/14/2023 10:36,9.70%,11.90%
7/14/2023 10:51,9.80%,11.90%
7/14/2023 11:07,9.80%,11.90%
7/14/2023 11:22,9.80%,11.80%
7/14/2023 11:37,9.70%,11.70%
7/14/2023 11:52,9.70%,11.70%
7/14/2023 12:07,9.80%,11.80%
7/14/2023 12:22,9.80%,11.70%
7/14/2023 12:37,9.70%,11.70%
7/14/2023 12:52,9.70%,11.60%
7/14/2023 13:07,9.60%,11.60%
7/14/2023 13:23,9.60%,11.50%
7/14/2023 13:38,9.60%,11.60%
7/14/2023 13:53,9.60%,11.50%
7/14/2023 14:08,9.60%,11.50%
7/14/2023 14:23,9.60%,11.40%
7/14/2023 14:38,9.60%,11.40%
7/14/2023 14:53,9.50%,11.30%
7/14/2023 15:08,9.40%,11.20%
7/14/2023 16:19,9.50%,11.30%
7/14/2023 16:20,9.60%,11.20%
7/14/2023 16:35,9.60%,11.10%
7/14/2023 16:50,9.70%,11.30%
7/14/2023 17:05,9.70%,11.10%
7/14/2023 17:20,9.70%,11.20%
7/14/2023 17:35,9.50%,11.20%
7/14/2023 17:50,9.70%,11.20%
7/14/2023 18:05,9.70%,11.20%
7/14/2023 18:20,9.70%,11.20%
7/14/2023 18:35,9.70%,11.20%
7/14/2023 20:44,9.60%,11.10%
7/14/2023 20:46,9.60%,11.20%
7/14/2023 21:01,9.70%,11.10%
7/14/2023 21:16,9.70%,11.10%
7/14/2023 21:31,9.70%,11.10%
7/14/2023 22:56,9.80%,11.10%
7/14/2023 22:57,9.80%,11.10%
7/14/2023 23:12,9.80%,11.20%
7/14/2023 23:27,9.70%,11.10%
7/14/2023 23:42,9.70%,11.10%
7/14/2023 23:58,9.60%,11.10%
7/15/2023 0:13,9.70%,11.10%
7/15/2023 0:28,9.70%,11.10%
7/15/2023 0:43,9.80%,11%
7/15/2023 0:58,9.80%,11%
7/15/2023 1:13,9.80%,11%
7/15/2023 3:21,9.60%,11%
7/15/2023 3:22,9.70%,11%
7/15/2023 3:37,9.70%,11.10%
7/15/2023 3:52,9.70%,11.10%
7/15/2023 4:07,9.70%,10.90%
7/15/2023 4:22,9.70%,11%
7/15/2023 4:37,9.70%,11%
7/15/2023 4:52,9.80%,11%
7/15/2023 5:08,9.80%,11.10%
7/15/2023 5:23,9.70%,10.90%
7/15/2023 5:38,9.70%,11%
7/15/2023 5:53,9.80%,11.10%
7/15/2023 6:08,9.60%,11%
7/15/2023 6:23,9.80%,11.20%
7/15/2023 6:38,9.70%,11%
7/15/2023 6:53,9.70%,10.90%
7/15/2023 7:09,9.80%,11%
7/15/2023 7:24,9.80%,10.90%
7/15/2023 7:39,9.80%,11%
7/15/2023 7:54,9.70%,10.90%
7/15/2023 8:09,9.70%,10.80%
7/15/2023 8:24,9.70%,10.90%
7/15/2023 8:40,9.70%,10.80%
7/15/2023 8:55,9.70%,10.90%
7/15/2023 9:10,9.70%,11%
7/15/2023 9:25,9.70%,10.80%
7/15/2023 9:40,9.70%,11.10%
7/15/2023 9:55,9.70%,10.80%
7/15/2023 10:11,9.80%,10.80%
7/15/2023 10:26,9.80%,11%
7/15/2023 10:41,9.70%,10.90%
7/15/2023 10:56,9.70%,10.80%
7/15/2023 11:11,9.70%,10.70%
7/15/2023 11:26,9.70%,10.80%
7/15/2023 11:41,9.70%,10.80%
7/15/2023 11:56,9.60%,10.60%
7/15/2023 12:11,9.60%,10.80%
7/15/2023 12:27,9.50%,10.60%
7/15/2023 12:42,9.40%,10.70%
7/15/2023 12:57,9.40%,10.50%
7/15/2023 13:12,9.40%,10.70%
7/15/2023 13:27,9.40%,10.70%
7/15/2023 13:42,9.40%,10.70%
7/15/2023 13:57,9.40%,10.60%
7/15/2023 14:13,9.30%,10.50%
7/15/2023 14:28,9.40%,10.60%
7/15/2023 14:43,9.60%,10.50%
7/15/2023 14:58,9.40%,10.50%
7/15/2023 15:13,9.40%,10.50%
7/15/2023 15:28,9.40%,10.50%
7/15/2023 15:43,9.40%,10.40%
7/15/2023 15:58,9.40%,10.40%
7/15/2023 16:14,9.40%,10.50%
7/15/2023 16:29,9.40%,10.40%
7/15/2023 16:44,9.40%,10.50%
7/15/2023 16:59,9.30%,10.50%
